,FTE,FTE Days Lost,Absence Start Date,Absence End Date,Calendar Days Lost,Total FTE Calendar Days ,First Day Absent
437,0.61333,7.35996,25/03/2019,05/04/2019,12,7.35996,Mon
438,0.56,7.28,11/04/2018,23/04/2018,13,7.28,Wed
439,0.6,7.2,02/09/2019,13/09/2019,12,7.2,Mon
440,0.8,7.2,22/04/2019,30/04/2019,9,7.2,Mon
441,0.72,7.2,11/11/2018,20/11/2018,10,7.2,Sun
442,0.8,7.2,29/09/2019,07/10/2019,9,7.2,Sun
443,0.6,7.2,15/10/2018,26/10/2018,12,7.2,Mon
444,0.48,7.2,07/05/2018,21/05/2018,15,7.2,Mon
445,0.48,7.2,27/09/2018,11/10/2018,15,7.2,Thu
446,0.8,7.2,01/02/2018,09/02/2018,9,7.2,Thu
447,0.6,7.2,24/09/2018,05/10/2018,12,7.2,Mon
448,1,7,11/07/2018,17/07/2018,7,7,Wed
449,1,7,24/08/2018,30/08/2018,7,7,Fri
450,1,7,04/10/2018,10/10/2018,7,7,Thu
451,1,7,02/01/2019,08/01/2019,7,7,Wed
452,1,7,09/04/2018,15/04/2018,7,7,Mon
453,1,7,15/11/2019,21/11/2019,7,7,Fri
454,1,7,23/10/2018,29/10/2018,7,7,Tue
455,1,7,08/08/2018,14/08/2018,7,7,Wed
456,1,7,10/12/2019,16/12/2019,7,7,Tue
457,1,7,11/03/2019,17/03/2019,7,7,Mon
458,1,7,22/01/2019,28/01/2019,7,7,Tue
459,1,7,11/11/2019,17/11/2019,7,7,Mon
460,1,7,18/01/2019,24/01/2019,7,7,Fri
461,1,7,10/06/2019,16/06/2019,7,7,Mon
462,1,7,03/04/2019,09/04/2019,7,7,Wed
463,1,7,25/10/2019,31/10/2019,7,7,Fri
464,1,7,14/09/2018,20/09/2018,7,7,Fri
465,1,7,06/09/2018,12/09/2018,7,7,Thu
466,1,7,29/01/2019,04/02/2019,7,7,Tue
467,1,7,24/09/2019,30/09/2019,7,7,Tue
468,1,7,10/09/2019,16/09/2019,7,7,Tue
469,1,7,03/10/2019,09/10/2019,7,7,Thu
470,1,7,09/12/2019,15/12/2019,7,7,Mon
471,1,7,05/04/2019,11/04/2019,7,7,Fri
472,1,7,31/07/2018,06/08/2018,7,7,Tue
473,1,7,05/11/2018,11/11/2018,7,7,Mon
474,1,7,02/08/2019,08/08/2019,7,7,Fri
475,0.5,7,21/10/2019,03/11/2019,14,7,Mon
476,1,7,21/11/2019,27/11/2019,7,7,Thu
477,1,7,28/08/2018,03/09/2018,7,7,Tue
478,1,7,05/01/2018,11/01/2018,7,7,Fri
479,0.77333,6.95997,23/12/2019,,9,6.95997,Mon
480,0.42667,6.82672,19/07/2018,03/08/2018,16,6.82672,Thu
481,0.96,6.72,17/01/2018,23/01/2018,7,6.72,Wed
482,0.96,6.72,06/06/2019,12/06/2019,7,6.72,Thu
483,0.96,6.72,06/12/2018,12/12/2018,7,6.72,Thu
484,0.82667,6.61336,15/05/2019,22/05/2019,8,6.61336,Wed
485,0.6,6.6,06/04/2018,16/04/2018,11,6.6,Fri
486,0.6,6.6,28/05/2019,07/06/2019,11,6.6,Tue
487,0.6,6.6,23/07/2019,02/08/2019,11,6.6,Tue
488,0.6,6.6,09/09/2019,19/09/2019,11,6.6,Mon
489,0.54667,6.56004,15/08/2019,26/08/2019,12,6.56004,Thu
490,0.93333,6.53331,29/10/2019,04/11/2019,7,6.53331,Tue
491,0.65333,6.5333,03/10/2018,12/10/2018,10,6.5333,Wed
492,0.65333,6.5333,16/01/2019,25/01/2019,10,6.5333,Wed
493,0.72,6.48,01/05/2019,09/05/2019,9,6.48,Wed
494,0.72,6.48,12/05/2019,20/05/2019,9,6.48,Sun
495,0.72,6.48,03/04/2019,11/04/2019,9,6.48,Wed
496,0.72,6.48,20/08/2018,28/08/2018,9,6.48,Mon
497,0.92,6.44,27/12/2018,02/01/2019,7,6.44,Thu
498,0.8,6.4,03/06/2019,10/06/2019,8,6.4,Mon
499,0.8,6.4,24/09/2018,01/10/2018,8,6.4,Mon
500,0.8,6.4,16/10/2018,23/10/2018,8,6.4,Tue
501,0.8,6.4,18/07/2019,25/07/2019,8,6.4,Thu
502,0.8,6.4,29/01/2019,05/02/2019,8,6.4,Tue
503,0.4,6.4,04/11/2019,,16,23.2,Mon
504,0.8,6.4,24/09/2018,01/10/2018,8,6.4,Mon
505,0.8,6.4,23/04/2019,30/04/2019,8,6.4,Tue
506,0.79467,6.35736,09/04/2018,16/04/2018,8,6.35736,Mon
507,0.88,6.16,14/03/2019,20/03/2019,7,6.16,Thu
508,0.88,6.16,06/02/2019,12/02/2019,7,6.16,Wed
509,0.88,6.16,19/11/2019,25/11/2019,7,6.16,Tue
510,0.61333,6.1333,26/02/2018,07/03/2018,10,6.1333,Mon
511,0.68,6.12,15/04/2019,23/04/2019,9,6.12,Mon
512,0.50667,6.08004,29/10/2018,09/11/2018,12,6.08004,Mon
513,0.7568,6.0544,03/04/2019,10/04/2019,8,6.0544,Wed
514,1,6,12/07/2018,17/07/2018,6,6,Thu
515,1,6,14/04/2019,19/04/2019,6,6,Sun
516,1,6,19/09/2019,24/09/2019,6,6,Thu
517,1,6,23/05/2018,28/05/2018,6,6,Wed
518,1,6,21/10/2019,26/10/2019,6,6,Mon
519,1,6,16/11/2018,21/11/2018,6,6,Fri
520,1,6,15/04/2019,20/04/2019,6,6,Mon
521,1,6,10/01/2019,15/01/2019,6,6,Thu
522,1,6,21/06/2019,26/06/2019,6,6,Fri
523,1,6,28/11/2019,03/12/2019,6,6,Thu
524,1,6,17/11/2019,22/11/2019,6,6,Sun
525,1,6,15/03/2019,20/03/2019,6,6,Fri
526,1,6,28/05/2019,02/06/2019,6,6,Tue
527,1,6,11/01/2019,16/01/2019,6,6,Fri
528,1,6,11/02/2019,16/02/2019,6,6,Mon
529,1,6,03/09/2019,08/09/2019,6,6,Tue
530,1,6,16/09/2019,21/09/2019,6,6,Mon
531,1,6,02/01/2019,07/01/2019,6,6,Wed
532,1,6,09/04/2019,14/04/2019,6,6,Tue
533,1,6,15/05/2019,20/05/2019,6,6,Wed
534,1,6,05/02/2019,10/02/2019,6,6,Tue
535,1,6,29/03/2019,03/04/2019,6,6,Fri
536,1,6,10/07/2019,15/07/2019,6,6,Wed
537,0.6,6,03/04/2019,12/04/2019,10,6,Wed
538,1,6,15/02/2018,20/02/2018,6,6,Thu
539,1,6,10/04/2019,15/04/2019,6,6,Wed
540,1,6,27/03/2019,01/04/2019,6,6,Wed
541,1,6,14/11/2018,19/11/2018,6,6,Wed
542,1,6,29/08/2018,03/09/2018,6,6,Wed
543,1,6,18/12/2018,23/12/2018,6,6,Tue
544,1,6,28/12/2018,02/01/2019,6,6,Fri
545,0.6,6,28/05/2019,06/06/2019,10,6,Tue
546,0.42667,5.97338,26/11/2019,09/12/2019,14,5.97338,Tue
547,0.85333,5.97331,09/05/2019,15/05/2019,7,5.97331,Thu
548,0.85333,5.97331,27/08/2019,02/09/2019,7,5.97331,Tue
549,0.85333,5.97331,06/11/2018,12/11/2018,7,5.97331,Tue
550,0.85333,5.97331,13/11/2018,19/11/2018,7,5.97331,Tue
551,0.85333,5.97331,27/07/2018,02/08/2018,7,5.97331,Fri
552,0.49333,5.91996,22/10/2018,02/11/2018,12,5.91996,Mon
553,0.26667,5.86674,10/12/2019,06/01/2020,22,7.46676,Tue
554,0.58667,5.8667,05/11/2018,14/11/2018,10,5.8667,Mon
555,0.53333,5.86663,02/12/2019,12/12/2019,11,5.86663,Mon
556,0.82667,5.78669,07/11/2018,13/11/2018,7,5.78669,Wed
557,0.48,5.76,11/01/2018,22/01/2018,12,5.76,Thu
558,0.72,5.76,08/11/2019,15/11/2019,8,5.76,Fri
559,0.72,5.76,01/11/2018,08/11/2018,8,5.76,Thu
560,0.95333,5.71998,28/09/2018,03/10/2018,6,5.71998,Fri
561,0.8,5.6,02/02/2018,08/02/2018,7,5.6,Fri
562,0.8,5.6,07/12/2018,13/12/2018,7,5.6,Fri
563,0.8,5.6,20/03/2018,26/03/2018,7,5.6,Tue
564,0.8,5.6,10/09/2018,16/09/2018,7,5.6,Mon
565,0.8,5.6,14/11/2019,20/11/2019,7,5.6,Thu
566,0.4,5.6,13/09/2019,26/09/2019,14,5.6,Fri
